Video Name,Scenario Level 1,Scenario Level 2,Source
00936.mp4,Driving in Lane,PV braking / slower,R1_R2_Match
00937.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00938.mp4,Other,Add Comment,R1_R2_Match
00940.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00942.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00943.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00944.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00945.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00947.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00948.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00949.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00955.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00957.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00958.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00959.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00960.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
00963.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00966.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00967.mp4,Turning at intersection,Other vehicle approaching from side,R1_R2_Match
00968.mp4,Straight at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00971.mp4,Leaving Lane,PV @ target lane,R1_R2_Match
00972.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00973.mp4,Other,Add Comment,R1_R2_Match
00976.mp4,Turning at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00977.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00978.mp4,Straight at intersection,Other vehicle on the adjacent lane,R1_R2_Match
00980.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00981.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00982.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00983.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00985.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00986.mp4,Straight at intersection,Other vehicle approaching from side,R1_R2_Match
00989.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00990.mp4,Driving in Lane,PV cut-in,R1_R2_Match
00996.mp4,Driving in Lane,PV cut-out,R1_R2_Match
00997.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01002.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01008.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01011.mp4,Turning at intersection,PV Slower / Braking / Stopped,R1_R2_Match
01012.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01013.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01019.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01022.mp4,Driving in Lane,PV stopped,R1_R2_Match
01024.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01028.mp4,Other,Add Comment,R1_R2_Match
01033.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01034.mp4,Driving in Lane,PV cut-in,R1_R2_Match
01039.mp4,Driving in Lane,PV cut-in,R1_R2_Match
